theta,dist
-2.8265582927841306/862.5
-2.8440602017177783/856.0
-2.861562110651427/852.25
-2.8790640195850745/847.4999999999999
-2.896565928518722/844.0
-2.91406783745237/841.4999999999999
-2.9315697463860184/836.0000000000001
-2.949071655319666/831.5000000000001
-2.9665735642533138/829.7500000000001
-2.9840754731869614/824.5000000000001
-3.0190792910542577/818.2499999999999
3.141592653589793/809.75
3.1240907446561454/810.5000000000001
3.1065888357224973/810.5
3.0890869267888497/811.0
3.0715850178552015/810.75
3.054083108921554/812.5
3.036581199987906/814.2500000000001
3.019079291054258/820.75
3.0015773821206104/825.9999999999999
2.9840754731869623/837.2499999999999
2.8615621106514273/830.5000000000001
2.8440602017177796/839.0
2.8265582927841315/846.5000000000001
2.809056383850484/851.75
2.7915544749168357/857.5
2.774052565983188/860.2500000000001
2.75655065704954/866.0
2.7390487481158923/871.25
2.721546839182244/882.75
2.7040449302485965/887.5
2.6865430213149484/894.25
2.6690411123813007/900.0
2.6515392034476526/907.2499999999999
2.634037294514005/915.25
2.6165353855803573/921.75
2.599033476646709/939.75
2.5815315677130615/947.2500000000001
2.5640296587794134/957.25
2.5465277498457657/967.7499999999999
2.529025840912118/975.5000000000001
2.51152393197847/986.25
2.4940220230448222/995.0
2.476520114111174/1020.0
2.4590182051775265/1033.25
2.4415162962438783/1045.25
2.4240143873102307/1057.25
2.4065124783765826/1072.25
2.389010569442935/1087.5
2.371508660509287/1103.75
2.354006751575639/1137.25
2.336504842641991/1154.5
2.3190029337083433/1172.25
2.3015010247746956/1190.0
2.2839991158410475/1214.25
2.2664972069073994/1230.75
2.2489952979737518/1257.5
2.231493389040104/1301.5
2.213991480106456/1321.5
2.1964895711728083/1335.5
2.17898766223916/1349.75
2.1614857533055125/1367.5
2.1439838443718644/1386.5
2.1264819354382167/1408.75
2.108980026504569/1427.25
2.091478117570921/1474.0
2.056474299703625/1835.0
2.0389723907699775/1873.2499999999998
2.0214704818363294/1913.0
2.0039685729026817/1954.9999999999998
1.9864666639690338/2048.25
1.968964755035386/2096.0
1.951462846101738/2151.0
1.93396093716809/2216.5
1.9164590282344425/2284.5
1.8989571193007946/2370.5
1.8814552103671465/2471.2500000000005
1.8639533014334988/2585.75
1.8464513924998507/2679.5
1.8289494835662028/2665.5
1.811447574632555/2681.25
1.7764437567652591/1700.7500000000002
1.7414399388979638/4901.499999999999
1.7239380299643159/4886.0
1.706436121030668/4858.749999999999
1.6889342120970199/4856.0
1.6714323031633722/4851.5
1.6539303942297243/4846.5
1.6364284852960764/4837.25
1.6189265763624285/4828.0
1.6014246674287806/4827.25
1.5839227584951328/4829.25
1.5664208495614849/4818.0
1.5489189406278372/4812.75
1.5314170316941893/4833.5
1.5139151227605414/4820.75
1.4964132138268935/4812.75
1.4789113048932456/4832.25
1.4614093959595977/4835.0
1.4439074870259498/2595.7500000000005
1.426405578092302/2635.5
1.303892215556767/1983.7500000000002
1.268888397689471/1996.75
1.2163826708885275/2744.75
1.1638769440875838/1360.5
1.146375035153936/1319.75
1.1113712172866401/1235.25
1.0938693083529925/1193.0
1.0763673994193446/1119.0
1.0588654904856964/1089.5
1.041363581552049/1058.5
1.0238616726184009/1036.5
1.0063597636847532/1004.75
0.988857854751105/977.5
0.9188502190165134/943.7500000000001
0.9013483100828658/927.5000000000001
0.8838464011492181/906.9999999999999
0.86634449221557/888.0
0.8488425832819223/856.0
0.8313406743482742/839.7500000000001
0.8138387654146265/824.2500000000001
0.7963368564809784/812.75
0.7788349475473307/798.9999999999999
0.7613330386136826/787.0
0.7438311296800351/775.5
0.7263292207463868/764.25
0.7088273118127391/753.75
0.6913254028790915/745.0
0.6738234939454434/735.2500000000001
0.6563215850117958/726.7499999999999
0.6388196760781476/715.75
0.6213177671444999/703.0
0.6038158582108518/691.75
0.5863139492772041/667.0
0.568812040343556/654.7499999999999
0.5513101314099084/640.5000000000001
0.5338082224762603/623.75
0.5163063135426126/614.0
0.49880440460896497/603.25
0.4813024956753168/594.25
0.446298677808021/695.75
0.32378531527248605/605.0
0.30628340633883827/600.5
0.2887814974051902/595.25
0.27127958847154254/594.25
0.25377767953789443/592.5
0.23627577060424676/588.0
0.21877386167059865/589.5
0.20127195273695098/581.25
0.1837700438033029/578.0
0.1662681348696552/576.5000000000001
0.14876622593600755/574.0
0.13126431700235947/573.75
0.11376240806871174/571.5
0.09626049913506364/571.25
0.07875859020141597/569.75
0.06125668126776786/570.0
0.04375477233412018/569.25
0.02625286340047207/567.5
0.008750954466824402/566.75
-0.008750954466823713/566.75
-0.026252863400471383/570.0
-0.043754772334119056/574.5
-0.06125668126776717/569.0
-0.07875859020141486/568.4999999999999
-0.09626049913506296/569.0
-0.11376240806871062/569.5
-0.13126431700235874/569.75
-0.1487662259360064/571.75
-0.16626813486965453/573.0
-0.18377004380330222/573.75
-0.2012719527369503/577.5
-0.21877386167059798/578.0
-0.2362757706042456/552.5
-0.2537776795378938/548.75
-0.27127958847154143/554.75
-0.28878149740518955/587.25
-0.30628340633883716/592.75
-0.3587891331397811/1361.25
-0.3762910420734288/1368.75
-0.3937929510070769/1426.75
-0.41129485994072457/1126.25
-0.4287967688743722/1107.0
-0.44629867780802035/1082.5
-0.46380058674166796/1070.0
-0.4813024956753161/1065.25
-0.49880440460896375/1080.0
-0.5163063135426119/2020.25
-0.5513101314099076/1385.25
-0.6388196760781469/8243.25
-0.6738234939454426/3901.2499999999995
-0.7263292207463862/1018.0
-0.7438311296800343/1020.7499999999999
-0.7788349475473301/4049.5
-0.8488425832819211/1908.75
-0.9013483100828645/775.0
-0.9188502190165131/772.5
-0.9538540368838084/3098.0
-0.9713559458174562/3223.5
-1.0063597636847523/3722.75
-1.0763673994193441/3273.25
-1.1113712172866392/2998.0000000000005
-1.1813788530212308/627.7499999999999
-1.1988807619548785/624.75
-1.2163826708885261/620.5
-1.233884579822175/609.5
-1.2513864887558226/604.0
-1.26888839768947/598.75
-1.286390306623118/581.75
-1.3038922155567663/583.25
-1.3388960334240618/567.25
-1.3563979423577093/566.25
-1.3738998512913572/560.75
-1.3914017602250055/556.25
-1.4089036691586532/553.25
-1.461409395959597/554.25
-1.51391512276054/528.2499999999999
-1.5314170316941877/530.0
-1.5839227584951316/558.0
-1.6014246674287793/519.0
-1.7414399388979627/164.24999999999997
-1.7939456656989063/495.99999999999994
-1.811447574632554/462.75000000000006
-1.9514628461017371/536.25
-1.9689647550353848/524.75
-2.0039685729026813/511.75
-2.0389723907699766/522.75
-2.0564742997036243/499.49999999999994
-2.073976208637273/501.25
-2.0914781175709205/504.75
-2.108980026504568/507.75
-2.126481935438216/511.5
-2.1439838443718635/519.0
-2.161485753305512/524.75
-2.1789876622391597/529.5
-2.1964895711728074/534.75
-2.213991480106455/539.75
-2.2314933890401036/545.0
-2.2489952979737513/551.0
-2.266497206907399/556.75
-2.2839991158410466/561.5
-2.3015010247746943/571.5
-2.319002933708343/580.5
-2.3365048426419905/586.0
-2.354006751575638/597.75
-2.371508660509286/605.5
-2.3890105694429344/615.0
-2.406512478376582/624.25
-2.42401438731023/645.75
-2.4415162962438774/1071.0
-2.459018205177525/1056.25
-2.4765201141111737/1039.75
-2.4940220230448213/1025.75
-2.511523931978469/1014.0000000000001
-2.5290258409121167/1001.75
-2.5465277498457652/991.25
-2.564029658779413/983.2500000000001
-2.5815315677130606/976.4999999999999
-2.5990334766467083/967.9999999999999
-2.616535385580357/957.75
-2.6340372945140045/951.0
-2.651539203447652/934.25
-2.6865430213149475/917.7499999999999
-2.704044930248596/908.9999999999999
-2.7215468391822437/901.25
-2.7390487481158914/895.75
-2.756550657049539/889.75
-2.7740525659831876/881.9999999999999
-2.7915544749168353/875.25
-2.809056383850483/870.7499999999999
-2.8265582927841306/862.5
-2.8440602017177783/858.5000000000001
-2.861562110651427/853.4999999999999
-2.8790640195850745/849.2499999999999
-2.896565928518722/842.9999999999999
-2.91406783745237/837.4999999999999
-2.9315697463860184/835.2500000000001
-2.949071655319666/830.25
-2.9665735642533138/827.0000000000001
-2.9840754731869614/824.7500000000001
-3.00157738212061/822.2500000000001
-3.0190792910542577/817.0
-3.0365811999879053/817.75
-3.054083108921553/816.0
-3.0715850178552007/815.25
-3.106588835722497/812.5000000000001
-3.1240907446561446/812.5
-3.141592653589793/810.75
3.141592653589793/810.0
3.1240907446561454/810.5000000000001
3.1065888357224973/810.25
3.0890869267888497/810.5000000000001
3.0715850178552015/810.75
3.054083108921554/811.5000000000001
3.036581199987906/813.75
3.019079291054258/816.25
3.0015773821206104/822.25
2.9840754731869623/828.9999999999999
2.8790640195850754/821.5000000000001
2.8615621106514273/827.2500000000001
2.844060201717779/836.5
2.8265582927841315/845.5000000000001
2.809056383850484/850.0
2.7915544749168357/857.2499999999999
2.774052565983188/860.0
2.75655065704954/865.4999999999999
2.7390487481158923/870.5
2.721546839182244/883.0
2.7040449302485965/888.2499999999999
2.6865430213149484/894.5
2.6690411123813007/902.25
2.651539203447653/908.25
2.634037294514005/916.9999999999999
2.6165353855803573/923.25
2.599033476646709/931.0
2.5815315677130615/941.5000000000001
2.5640296587794134/959.75
2.5465277498457657/970.75
2.529025840912118/978.25
2.51152393197847/988.25
2.4940220230448222/1000.5
2.476520114111174/1012.75
2.4590182051775265/1025.75
2.4415162962438783/1040.0
2.4240143873102307/1053.75
2.4065124783765826/1067.25
2.389010569442935/1081.25
2.3715086605092868/1116.0
2.354006751575639/1133.5
2.336504842641991/1151.0
2.3190029337083433/1168.75
2.3015010247746956/1190.5
2.2839991158410475/1214.0
2.2664972069073994/1230.75
2.2489952979737518/1257.5
2.231493389040104/1280.25
2.213991480106456/1323.4999999999998
2.1964895711728083/1338.75
2.17898766223916/1353.0
2.1614857533055125/1372.25
2.143983844371865/1391.9999999999998
2.1264819354382167/1412.75
2.108980026504569/1433.4999999999998
2.091478117570921/1456.25
2.0739762086372733/1482.25
2.0389723907699775/1891.75
2.0214704818363294/1933.0
2.0039685729026817/1976.5
1.9864666639690338/2029.2500000000002
1.9689647550353857/2079.75
1.951462846101738/2135.0
1.9339609371680901/2197.5
1.9164590282344425/2264.75
1.8989571193007946/2345.75
1.8814552103671467/2456.25
1.8639533014334988/2563.7499999999995
1.8464513924998507/2684.0
1.8289494835662028/2666.25
1.8114475746325551/2680.25
1.7764437567652591/1700.2500000000002
1.7414399388979636/4931.5
1.7239380299643159/4897.75
1.706436121030668/4876.25
1.68893421209702/4853.75
1.6714323031633722/4848.0
1.6539303942297243/4849.75
1.6364284852960764/4833.25
1.6189265763624285/4837.25
1.6014246674287806/4834.25
1.5839227584951328/4829.0
1.5664208495614849/4827.75
1.5489189406278372/4834.25
1.5314170316941893/4822.0
1.5139151227605414/4815.0
1.4964132138268935/4817.75
1.4789113048932456/4836.25
1.4614093959595977/4832.5
1.4439074870259498/2622.2500000000005
1.426405578092302/2615.0
1.3038922155567667/1988.5
1.286390306623119/1988.2500000000002
1.2688883976894711/1986.75
1.2338845798221754/2739.75
1.2163826708885275/2800.75
1.1988807619548796/1599.0
1.1638769440875838/1345.25
1.146375035153936/1305.75
1.0938693083529925/1173.75
1.0763673994193448/1137.75
1.0588654904856967/1105.5
1.041363581552049/1069.5
1.0238616726184007/1041.25
1.0063597636847532/1012.5
0.988857854751105/989.0
0.9713559458174573/983.7500000000001
0.9188502190165134/947.2500000000001
0.9013483100828659/930.25
0.8838464011492181/910.0
0.86634449221557/888.75
0.8488425832819223/872.75
0.8313406743482742/855.7500000000001
0.8138387654146265/839.5000000000001
0.7963368564809785/809.5
0.7788349475473307/798.25
0.7613330386136826/787.25
0.7438311296800351/772.5
0.7263292207463868/762.25
0.7088273118127392/751.0
0.6913254028790915/742.25
0.6738234939454433/732.0
0.6563215850117958/724.0
0.6388196760781476/711.5
0.6213177671444999/698.75
0.6038158582108518/688.0
0.5863139492772041/675.5
0.568812040343556/661.0
0.5513101314099084/647.25
0.5338082224762603/631.25
0.5163063135426126/618.75
0.4638005867416692/693.75
0.323785315272486/605.25
0.30628340633883827/598.5000000000001
0.2887814974051902/597.0
0.27127958847154254/593.75
0.2537776795378945/590.75
0.23627577060424676/589.75
0.21877386167059865/584.5
0.20127195273695098/580.0
0.1837700438033029/580.25
0.1662681348696552/577.5
0.14876622593600755/574.75
0.13126431700235947/574.2499999999999
0.11376240806871174/572.25
0.09626049913506363/572.0
0.07875859020141597/570.0
0.06125668126776786/569.0
0.04375477233412018/569.0
0.026252863400472073/568.5
0.008750954466824402/567.75
-0.008750954466823713/567.25
-0.02625286340047138/579.75
-0.043754772334119056/570.0
-0.06125668126776717/568.0
-0.07875859020141483/568.0
-0.09626049913506296/568.5
-0.1137624080687106/569.25
-0.13126431700235874/570.25
-0.14876622593600639/571.5
-0.16626813486965453/572.75
-0.18377004380330222/573.75
-0.2012719527369503/575.5
-0.21877386167059798/578.0
-0.25377767953789376/552.0
-0.27127958847154143/550.25
-0.28878149740518955/588.25
-0.3062834063388372/590.25
-0.3237853152724853/595.25
-0.3762910420734288/1376.25
-0.4112948599407246/1123.0
-0.4287967688743722/1104.5
-0.4462986778080203/1070.75
-0.46380058674166796/1067.75
-0.48130249567531613/1058.5
-0.5513101314099076/1382.0
-0.6213177671444988/1114.0
-0.6388196760781469/8243.5
-0.7263292207463862/1018.25
-0.7438311296800343/1021.7499999999999
-0.7788349475473301/4051.5
-0.8138387654146254/2655.25
-0.9013483100828646/770.75
-0.9538540368838085/2820.5000000000005
-0.9713559458174562/3167.25
-0.988857854751104/2236.0
-1.0063597636847523/3734.75
-1.041363581552048/3237.7500000000005
-1.1113712172866392/2996.5000000000005
-1.1813788530212308/628.5
-1.1988807619548785/625.0
-1.2163826708885264/619.25
-1.233884579822175/609.5
-1.2513864887558226/604.0
-1.26888839768947/598.25
-1.2863903066231177/587.0
-1.3038922155567665/583.0
-1.3388960334240618/567.25
-1.373899851291357/560.5
-1.4089036691586532/544.75
-1.4439074870259487/571.75
-1.461409395959597/549.0
-1.51391512276054/530.0
-1.5489189406278363/521.25
-1.566420849561484/542.0
-1.6014246674287793/525.75
-1.7414399388979627/164.24999999999997
-1.7939456656989063/492.50000000000006
-1.9689647550353848/530.25
-1.9864666639690325/516.75
-2.0039685729026813/508.74999999999994
-2.021470481836329/535.0
-2.0564742997036243/507.99999999999994
-2.073976208637273/503.24999999999994
-2.0914781175709205/507.0
-2.108980026504568/511.0
-2.126481935438216/516.0
-2.1439838443718635/517.75
-2.161485753305512/523.75
-2.1789876622391597/528.5
-2.1964895711728074/533.75
-2.213991480106455/539.5
-2.2314933890401036/544.75
-2.2489952979737513/553.0
-2.266497206907399/556.75
-2.2839991158410466/571.0
-2.3015010247746943/573.0
-2.319002933708343/582.0
-2.3365048426419905/589.5
-2.354006751575638/599.75
-2.371508660509286/606.75
-2.3890105694429344/616.25
-2.406512478376582/626.0
-2.4240143873102293/632.75
-2.459018205177525/1065.25
-2.4765201141111737/1050.0
-2.4940220230448213/1034.5
-2.511523931978469/1019.5000000000001
-2.5290258409121167/1006.25
-2.5465277498457652/986.75
-2.564029658779413/977.25
-2.5815315677130606/971.4999999999999
-2.5990334766467083/960.75
-2.616535385580357/955.0
-2.6340372945140045/941.4999999999999
-2.651539203447652/934.5
-2.6690411123813/928.25
-2.6865430213149475/920.2499999999999
-2.704044930248596/908.9999999999999
-2.7215468391822437/901.75
-2.7390487481158914/895.2499999999999
-2.756550657049539/889.75
-2.7740525659831876/884.5
-2.7915544749168353/875.25
-2.809056383850483/870.7499999999999
-2.8265582927841306/862.75
-2.8440602017177783/858.7500000000001
-2.861562110651427/853.4999999999999
-2.8790640195850745/848.75
-2.896565928518722/845.4999999999999
-2.91406783745237/841.7499999999999
-2.9315697463860184/836.5
-2.949071655319666/833.2500000000001
-2.9665735642533138/830.75
-2.9840754731869614/824.5000000000001
-3.0190792910542577/818.5
-3.0365811999879053/818.25
-3.054083108921553/815.75
-3.0715850178552007/815.0
-3.106588835722497/812.2499999999999
-3.1240907446561446/811.5
-3.141592653589793/810.75
3.1240907446561454/811.5
3.1065888357224973/810.0
3.0890869267888497/810.75
3.0715850178552015/811.25
3.054083108921554/812.0
3.036581199987906/814.2500000000001
3.019079291054258/814.7500000000001
3.0015773821206104/820.5000000000001
2.9840754731869623/828.9999999999999
2.879064019585075/821.7499999999999
2.8615621106514273/827.2500000000001
2.8440602017177796/837.5000000000001
2.8265582927841315/845.0000000000001
2.809056383850484/850.25
2.7915544749168357/857.2499999999999
2.774052565983188/860.5
2.75655065704954/866.0
2.7390487481158923/871.9999999999999
2.721546839182244/877.0
2.7040449302485965/884.75
2.6865430213149484/889.9999999999999
2.6690411123813007/905.25
2.651539203447653/911.0
2.634037294514005/919.25
2.6165353855803573/928.75
2.599033476646709/937.25
2.5815315677130615/945.2500000000001
2.5640296587794134/956.0
2.5465277498457657/967.5
2.5290258409121176/975.0
2.51152393197847/986.25
2.4940220230448222/995.5000000000001
2.476520114111174/1008.5
2.459018205177526/1023.5
2.4415162962438783/1036.0
2.4240143873102307/1050.25
2.4065124783765826/1077.0
2.389010569442935/1096.5
2.3715086605092868/1111.0
2.354006751575639/1132.5
2.3365048426419914/1149.0
2.3190029337083433/1168.5
2.3015010247746956/1190.0
2.2839991158410475/1214.0
2.2664972069073994/1231.25
2.2489952979737518/1258.0
2.231493389040104/1283.25
2.213991480106456/1305.5
2.1964895711728083/1340.5
2.17898766223916/1356.25
2.1614857533055125/1377.5
2.1439838443718644/1398.0
2.1264819354382167/1418.5
2.108980026504569/1442.25
2.091478117570921/1466.75
2.056474299703625/1828.5
2.0389723907699775/1871.0
2.0214704818363294/1911.5
2.0039685729026817/1954.9999999999998
1.9864666639690336/1999.25
1.9689647550353857/2048.5
1.951462846101738/2166.25
1.9339609371680901/2234.7500000000005
1.9164590282344425/2306.0
1.8989571193007944/2412.0
1.8814552103671465/2528.0
1.846451392499851/2682.25
1.8289494835662028/2672.0
1.811447574632555/2663.0
1.7764437567652593/1702.0
1.7239380299643159/4905.5
1.706436121030668/4877.25
1.68893421209702/4864.25
1.6714323031633722/4848.5
1.6539303942297243/4849.999999999999
1.6364284852960764/4834.0
1.6189265763624285/4837.75
1.6014246674287806/4835.249999999999
1.5839227584951328/4831.0
1.5664208495614849/4831.5
1.5489189406278372/4822.75
1.5314170316941893/4819.0
1.5139151227605414/4816.5
1.4964132138268935/4817.0
1.4789113048932456/4834.0
1.4614093959595977/4836.0
1.4439074870259498/2595.0000000000005
1.426405578092302/2640.25
1.303892215556767/1982.5
1.268888397689471/1992.7499999999998
1.2163826708885275/2780.5
1.1638769440875838/1360.5
1.1463750351539361/1315.75
1.0938693083529925/1179.5
1.0763673994193446/1140.75
1.0588654904856967/1108.25
1.041363581552049/1072.75
1.0238616726184009/1039.5
1.0063597636847532/1012.75
0.988857854751105/989.0
0.9713559458174573/982.0
0.9188502190165134/944.5000000000001
0.9013483100828659/927.0
0.8838464011492181/906.9999999999999
0.8663444922155699/883.25
0.8488425832819222/868.0
0.8313406743482742/852.5000000000001
0.8138387654146265/833.25
0.7963368564809784/821.75
0.7788349475473307/805.0000000000001
0.7613330386136826/791.5000000000001
0.743831129680035/781.0
0.7263292207463868/767.75
0.7088273118127392/756.25
0.6913254028790914/746.7500000000001
0.6738234939454434/738.0
0.6563215850117957/727.25
0.6388196760781477/717.5
0.6213177671444999/704.0
0.6038158582108518/690.75
0.5863139492772041/679.7500000000001
0.568812040343556/666.25
0.5513101314099085/651.25
0.5338082224762603/635.0
0.5163063135426126/621.75
0.49880440460896497/610.25
0.48130249567531674/599.25
0.4638005867416692/696.0
0.323785315272486/604.5
0.30628340633883827/597.75
0.28878149740519027/597.25
0.27127958847154254/590.75
0.25377767953789443/591.0
0.23627577060424676/588.75
0.21877386167059862/582.2500000000001
0.201271952736951/580.5
0.18377004380330286/578.5
0.16626813486965517/576.25
0.14876622593600755/574.75
0.13126431700235947/573.75
0.11376240806871175/571.75
0.09626049913506364/571.25
0.07875859020141597/569.75
0.06125668126776784/569.75
0.04375477233412018/569.25
0.026252863400472073/568.0
0.008750954466824402/566.75
-0.008750954466823713/566.25
-0.02625286340047138/572.5
-0.04375477233411905/571.25
-0.06125668126776717/568.25
-0.07875859020141485/567.75
-0.09626049913506295/568.25
-0.11376240806871062/569.5
-0.13126431700235874/570.25
-0.14876622593600639/572.5
-0.16626813486965453/573.5
-0.1837700438033022/575.5
-0.20127195273695028/576.5
-0.21877386167059798/578.25
-0.25377767953789376/549.75
-0.28878149740518955/588.25
-0.3062834063388372/586.25
-0.32378531527248533/592.25
-0.3587891331397811/1367.25
-0.3762910420734287/1358.25
-0.39379295100707684/1397.5
-0.4287967688743722/1115.25
-0.4462986778080203/1088.25
-0.463800586741668/1067.0
-0.4813024956753161/1067.75
-0.49880440460896386/1081.75
-0.5513101314099077/1382.5
-0.6038158582108512/7900.750000000001
-0.6388196760781469/8207.25
-0.6913254028790904/3015.25
-0.7263292207463863/1022.9999999999999
-0.7438311296800342/1020.4999999999999
-0.7788349475473301/4051.25
-0.8138387654146254/2671.0
-0.883846401149217/1049.75
-0.9013483100828646/769.0
-0.9713559458174562/3189.0
-1.0063597636847523/3722.75
-1.0938693083529918/3290.75
-1.1113712172866392/3025.5
-1.128873126220287/2999.0
-1.1638769440875831/633.4999999999999
-1.1813788530212308/628.0
-1.1988807619548785/623.0
-1.2163826708885261/608.75
-1.2338845798221747/607.0
-1.2513864887558224/600.25
-1.2688883976894703/593.75
-1.2863903066231177/583.75
-1.3038922155567665/583.0
-1.3388960334240616/567.0
-1.3563979423577093/566.25
-1.3738998512913572/560.75
-1.3914017602250055/555.75
-1.4089036691586532/551.0
-1.4439074870259485/574.4999999999999
-1.461409395959597/545.75
-1.51391512276054/529.5
-1.5489189406278363/519.0
-1.566420849561484/533.0
-1.5839227584951316/559.75
-1.6014246674287793/520.0
-1.7414399388979624/164.75
-1.9514628461017371/537.5
-1.9689647550353848/520.0
-2.0039685729026813/506.5
-2.021470481836329/539.5
-2.0564742997036243/500.74999999999994
-2.073976208637273/503.24999999999994
-2.0914781175709205/507.0
-2.108980026504568/511.0
-2.126481935438216/515.75
-2.1439838443718635/518.75
-2.161485753305512/524.0
-2.1789876622391597/529.75
-2.1964895711728074/534.75
-2.213991480106455/539.75
-2.2314933890401036/545.75
-2.2489952979737513/553.0
-2.266497206907399/558.0
-2.2839991158410466/563.5
-2.3015010247746943/572.75
-2.319002933708343/577.25
-2.3365048426419905/593.25
-2.354006751575638/602.25
-2.371508660509286/614.0
-2.3890105694429344/620.0
-2.406512478376582/631.5
-2.42401438731023/644.0
-2.4415162962438774/1071.25
-2.459018205177525/1056.0
-2.4765201141111737/1038.25
-2.4940220230448213/1024.25
-2.511523931978469/1010.2500000000001
-2.5290258409121167/998.25
-2.5465277498457652/988.5
-2.564029658779413/979.5
-2.5815315677130606/972.0
-2.5990334766467083/964.5
-2.616535385580357/955.5
-2.6340372945140045/945.5
-2.651539203447652/937.5
-2.6690411123813/927.9999999999999
-2.6865430213149475/920.5
-2.704044930248596/909.2499999999999
-2.7215468391822437/901.5
-2.7390487481158914/894.75
-2.756550657049539/889.25
-2.7740525659831876/882.4999999999999
-2.7915544749168353/875.7499999999999
-2.809056383850483/868.75
-2.8265582927841306/864.0000000000001
-2.8440602017177783/858.25
-2.861562110651427/852.7499999999999
-2.8790640195850745/848.9999999999999
-2.896565928518722/843.75
-2.91406783745237/841.0000000000001
-2.9315697463860184/835.2500000000001
-2.949071655319666/830.75
-2.9665735642533138/827.5
-2.9840754731869614/825.5000000000001
-3.00157738212061/822.2500000000001
-3.0190792910542577/817.0
-3.0365811999879053/816.75
-3.054083108921553/815.2499999999999
-3.0715850178552007/815.0
-3.106588835722497/810.5
-3.1240907446561446/810.5000000000001
-3.141592653589793/810.25
3.1240907446561454/811.0
3.1065888357224973/809.75
3.0890869267888497/810.25
3.0715850178552015/811.0
3.054083108921554/811.5000000000001
3.036581199987906/813.9999999999999
3.019079291054258/815.0
3.0015773821206104/821.25
2.9840754731869623/828.5
2.879064019585075/823.4999999999999
2.8615621106514273/830.0000000000001
2.8440602017177796/840.25
2.8265582927841315/848.0000000000001
2.809056383850484/854.0
2.7915544749168357/858.5
2.774052565983188/863.25
2.75655065704954/868.75
2.7390487481158923/874.75
2.7215468391822446/880.7500000000001
2.7040449302485965/887.25
2.6865430213149484/893.9999999999999
2.6690411123813007/901.25
2.651539203447653/908.5
2.634037294514005/916.9999999999999
2.6165353855803573/926.25
2.599033476646709/933.7500000000001
2.5815315677130615/943.5
2.5640296587794134/955.2499999999999
2.5465277498457657/964.4999999999999
2.529025840912118/972.75
2.51152393197847/983.0
2.4940220230448222/995.0
2.476520114111174/1008.5
2.4590182051775265/1023.2500000000001
2.4415162962438783/1035.75
2.4240143873102307/1050.25
2.4065124783765826/1065.25
2.389010569442935/1098.0
2.371508660509287/1115.75
2.354006751575639/1136.5
2.3365048426419914/1154.25
2.3190029337083433/1172.25
2.301501024774695/1195.0
2.2839991158410475/1219.75
2.2664972069074/1242.5
2.2489952979737518/1266.25
2.231493389040104/1293.75
2.213991480106456/1314.75
2.1964895711728083/1332.5
2.17898766223916/1346.5
2.1614857533055125/1366.25
2.143983844371865/1386.75
2.1264819354382167/1411.25
2.108980026504569/1432.2499999999998
2.091478117570921/1456.25
2.056474299703625/1816.25
2.0389723907699775/1857.5
2.0214704818363294/1900.4999999999998
2.0039685729026817/1943.2499999999998
1.9864666639690336/2041.0000000000002
1.9689647550353857/2100.75
1.951462846101738/2158.0
1.9339609371680901/2232.25
1.9164590282344425/2307.0
1.8989571193007946/2413.75
1.8814552103671467/2529.0
1.8464513924998507/2679.5
1.8289494835662028/2670.25
1.8114475746325551/2663.5
1.7764437567652593/1700.5
1.7414399388979638/4919.75
1.7239380299643159/4896.0
1.706436121030668/4869.0
1.68893421209702/4858.0
